firma;website;notiz;manual_review;tier;trust;gap;voice_fit;google_rating;google_reviews;reasons;score;ort;adresse;telefon;maps_url;query;discovered;place_id
Mema Haustechnik Gmbh;https://mema-haustechnik.ch/;;;WARM;4;2;4;4.3;6;"Trust 4: 4.3★ × 6 Reviews; M1=2: hat Website; M2+2: Notdienst/Sanitär; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";7;Thannstrasse 1;Thannstrasse 1, 9403 Goldach;079 728 23 45;https://maps.google.com/?cid=11775882277467124860&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitärinstallateur Arbon;2026-06-17;ChIJS7_N_HgZm0cRfPQ-QYpWbKM
Gerhard Kress;;;;WARM;2;5;1;5;1;"Trust 2: 1 Reviews; M1=5: keine Website; M2+1: keine Öffnungszeiten (Standard angenommen)";7;Stacherholzstrasse 53;Stacherholzstrasse 53, 9320 Arbon;071 446 56 54;https://maps.google.com/?cid=11117553763603509328&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Arbon;2026-06-17;ChIJXWQ4Wx0dm0cRUPDkoj58SZo
Dupper Sanitär und Heizung GmbH;http://www.dupper.ch/;;;WARM;3;2;3;3.9;7;"Trust 3: 3.9★ × 7 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So); M2+1: 2 Gewerke im Namen";6;Hauptstrasse 46;Hauptstrasse 46, 9323 Steinach;071 440 40 10;https://maps.google.com/?cid=4311978706662204264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Arbon;2026-06-17;ChIJP9CCf_Icm0cRaCOmsck51zs
Badewelten Eugster Haustechnik AG;https://yellow.local.ch/d/UC-yN7d4at8EcaiCKNXf5A;;;WARM;1;4;1;;;"Trust 1: auf Maps, 0 Reviews; M1=4: nur Verzeichnis-Link; M2+1: erweitert, nicht 24/7";6;Im Pünt 1;Im Pünt 1, 9320 Roggwil;071 455 15 55;https://maps.google.com/?cid=14692660886261420474&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Arbon;2026-06-17;ChIJ7wuL-Fj9mkcRulHjIjvR5ss
Metzler Haustechnik AG;https://www.metzlerag.ch/;;;WARM;4;2;3;4.2;18;"Trust 4: 4.2★ × 18 Reviews; M1=2: hat Website; M2+2: Notdienst/Sanitär; M2+1: keine Öffnungszeiten (Standard angenommen)";6;Felbenstrasse 15;Felbenstrasse 15, 9403 Goldach;071 841 90 33;https://maps.google.com/?cid=16403577201771268650&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitärinstallateur Arbon;2026-06-17;ChIJr_dBvYYbm0cRKspFHY42peM
MB Sanitär Heizung AG;http://www.mbsh.ch/;;;WARM;5;2;3;4.7;20;"Trust 5: 4.7★ × 20 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So); M2+1: 2 Gewerke im Namen";6;Rosengartenstrasse 15;Rosengartenstrasse 15, 9404 Rorschacherberg;071 858 28 88;https://maps.google.com/?cid=7469842554172002015&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Arbon;2026-06-17;ChIJG9Yxab8bm0cR386E4Tk2qmc
Gerster Heizungen;https://yellow.local.ch/d/r72ANkDAngcWcgyBA8FsEA;;;WARM;3;4;1;5;4;"Trust 3: 5★ × 4 Reviews; M1=4: nur Verzeichnis-Link; M2+1: keine Öffnungszeiten (Standard angenommen)";6;Städelistrasse 22;Städelistrasse 22, 9403 Goldach;071 841 04 92;https://maps.google.com/?cid=12032886928635211709&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Arbon;2026-06-17;ChIJ0Vk3Enwbm0cRvS--m-hm_aY
Eigenmann AG;http://eigenmann-ag.ch/;;;WARM;5;2;3;4.9;22;"Trust 5: 4.9★ × 22 Reviews; M1=2: hat Website; M2+1: Reparatur-nah; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";6;Industriestrasse 8;Industriestrasse 8, 9300 Wittenbach;071 292 36 36;https://maps.google.com/?cid=10270530793356577558&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Arbon;2026-06-17;ChIJP11bZdkdm0cRFsu6SFdBiI4
Heizwerk Arbon GmbH;https://www.heizwerk-arbon.ch/;;;COLD;4;2;2;5;8;"Trust 4: 5★ × 8 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Feldstrasse 4;Feldstrasse 4, 9320 Arbon;076 538 23 22;https://maps.google.com/?cid=6784274204457148432&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Arbon;2026-06-17;ChIJMxjXlQYdm0cREKCDv3GVJl4
Berliat AG;http://berliat-ag.ch/;;;COLD;5;2;2;5;31;"Trust 5: 5★ × 31 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Bahnhofstrasse 77;Bahnhofstrasse 77, 9315 Neukirch (Egnach);071 477 13 07;https://maps.google.com/?cid=6265308537460591184&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Arbon;2026-06-17;ChIJRSUYaK_imkcRUIqPd-vY8lY
ABAG Ablauf- und Rohrreinigungs AG;http://abag-sg.ch/;;;COLD;4;2;2;4.1;57;"Trust 4: 4.1★ × 57 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Pündtstrasse 4;Pündtstrasse 4, 9320 Arbon;071 277 80 88;https://maps.google.com/?cid=10860102317008972777&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Arbon;2026-06-17;ChIJ63w4R_4cm0cR6Wu3nYTVtpY
Hurni Heizungen GmbH;http://www.hurni-heizungen.ch/;;;COLD;5;2;2;5;12;"Trust 5: 5★ × 12 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Blumeneggstrasse 54;Blumeneggstrasse 54, 9403 Goldach;071 841 20 03;https://maps.google.com/?cid=14559941300653951009&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitärinstallateur Arbon;2026-06-17;ChIJH4At2ZEbm0cRIYgEmHhND8o
John Sanitär AG;http://www.john-sanitaer.ch/;;;COLD;5;2;2;5;24;"Trust 5: 5★ × 24 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Scheidwegstrasse 20;Scheidwegstrasse 20, 9000 St. Gallen;071 244 56 79;https://maps.google.com/?cid=14790465246398124182&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitärinstallateur Arbon;2026-06-17;ChIJybN8e_Qem0cRlhBSQsdJQs0
Lengweiler Heizungen GmbH;https://www.lengweiler-heizungen.ch/;;;COLD;5;2;2;5;15;"Trust 5: 5★ × 15 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Bleicheweg 4;Bleicheweg 4, 9403 Goldach;079 221 33 65;https://maps.google.com/?cid=16795176087007243381&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Arbon;2026-06-17;ChIJK7wYVYMbm0cRdawznqpzFOk
Fürer AG;http://www.fuerer.ch/;;;COLD;5;2;2;4.6;28;"Trust 5: 4.6★ × 28 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Haltelhusstrasse 3;Haltelhusstrasse 3, 9402 Mörschwil;071 858 20 10;https://maps.google.com/?cid=2609011198715598534&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Arbon;2026-06-17;ChIJc-vhBx8cm0cRxpZ1stwRNSQ
Mayer Haustechnik AG;http://www.mayro.ch/;;;COLD;5;2;2;4.9;40;"Trust 5: 4.9★ × 40 Reviews; M1=2: hat Website; M2+1: Reparatur-nah; M2+1: erweitert, nicht 24/7";5;St. Gallerstrasse 15;St. Gallerstrasse 15, 9400 Rorschach;071 841 51 61;https://maps.google.com/?cid=1416254120232038596&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Arbon;2026-06-17;ChIJVyT-OLMbm0cRxDAdZJ6LpxM
Hagmann AG;http://www.hagmannag.ch/;;;COLD;4;2;2;5;8;"Trust 4: 5★ × 8 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Säntisstrasse 16;Säntisstrasse 16, 9400 Rorschach;071 844 19 20;https://maps.google.com/?cid=500169617489507313&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Arbon;2026-06-17;ChIJF3fXWJYbm0cR8bPn-Z318AY
Franke Carl Haustechnik AG;http://www.carl-franke.ch/;;;COLD;5;2;2;4.6;13;"Trust 5: 4.6★ × 13 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Kamorstrasse 5;Kamorstrasse 5, 9400 Rorschach;071 841 60 46;https://maps.google.com/?cid=16113273380801896914&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Heizung Arbon;2026-06-17;ChIJY0emQZYbm0cR0mF0n8TYnd8
Ruedi Ledergerber Sanitäre Anlagen;https://www.dersanitär.ch/;;;COLD;3;2;1;5;4;"Trust 3: 5★ × 4 Reviews; M1=2: hat Website; M2+1: keine Öffnungszeiten (Standard angenommen)";4;Flurstrasse 3;Flurstrasse 3, 9320 Arbon;071 446 34 89;https://maps.google.com/?cid=15068828624913568148&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Arbon;2026-06-17;ChIJVauGBiAdm0cRlBE22cs7H9E
Badstudio Haustechnik Eugster AG;https://www.haustechnik-eugster.ch/;;;COLD;1;2;1;;;"Trust 1: auf Maps, 0 Reviews; M1=2: hat Website; M2+1: keine Öffnungszeiten (Standard angenommen)";4;Berglistrasse 2;Berglistrasse 2, 9320 Arbon;071 440 24 14;https://maps.google.com/?cid=313466677082704828&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Arbon;2026-06-17;ChIJUTGTWpEdm0cRvMtvMEioWQQ
SanVis;http://www.sanvis.ch/;;;COLD;5;2;2;5;13;"Trust 5: 5★ × 13 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So); Kein Telefon";4;Brunnenwiesen 2;Brunnenwiesen 2, 9320 Frasnacht;;https://maps.google.com/?cid=1858350902908836283&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Arbon;2026-06-17;ChIJ03-ZdAAdm0cRu1no20wwyhk
Sira Haustechnik GmbH;http://www.sira-haustechnik.ch/;;;COLD;3;2;1;5;3;"Trust 3: 5★ × 3 Reviews; M1=2: hat Website; M2+1: erweitert, nicht 24/7";4;Promenadenstrasse 2;Promenadenstrasse 2, 9403 Goldach;076 515 33 82;https://maps.google.com/?cid=8504325271490485995&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Heizung Arbon;2026-06-17;ChIJG8dTydkfm0cR616RzcZuBXY
Diethelm AG;;;;HOT;1;5;3;;;"Trust 1: auf Maps, 0 Reviews; M1=5: keine Website; M2+2: Notdienst/Sanitär; M2+1: keine Öffnungszeiten (Standard angenommen)";9;Kreuzlingerstrasse 29;Kreuzlingerstrasse 29, 8590 Romanshorn;071 463 26 55;https://maps.google.com/?cid=13425383490809391280&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitärinstallateur Romanshorn;2026-06-17;ChIJS9TaWQ39mkcRsGgWdyeLULo
AJAL Haustechnik GmbH;https://www.local.ch/de/d/romanshorn/8590/ajal-haustechnik-gmbh-vxJ-QAtYj54P3_KfPEU8Aw;;;WARM;1;4;2;;;"Trust 1: auf Maps, 0 Reviews; M1=4: nur Verzeichnis-Link; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";7;Obere Zelgstrasse 1;Obere Zelgstrasse 1, 8590 Romanshorn;076 570 71 24;https://maps.google.com/?cid=16951477260183347896&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Romanshorn;2026-06-17;ChIJKVVmu-j9mkcRuCJXX8G-P-s
Sanitär Bötschi AG;https://yellow.local.ch/d/BOdCRS7qcz0lpD3C_OKhbA;;;WARM;4;4;1;4.3;11;"Trust 4: 4.3★ × 11 Reviews; M1=4: nur Verzeichnis-Link; M2+1: keine Öffnungszeiten (Standard angenommen)";6;Bahnhofstrasse 36;Bahnhofstrasse 36, 8590 Romanshorn;071 461 21 01;https://maps.google.com/?cid=2667370618506255748&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Romanshorn;2026-06-17;ChIJt-4Fhm79mkcRhB1h-HFnBCU
Peter Keller;https://yellow.local.ch/d/N4v6MGjbvf9Z54U9PaHg1Q;;;WARM;4;4;1;5;5;"Trust 4: 5★ × 5 Reviews; M1=4: nur Verzeichnis-Link; M2+1: keine Öffnungszeiten (Standard angenommen)";6;Amriswilerstrasse 62a;Amriswilerstrasse 62a, 8590 Romanshorn;071 463 68 26;https://maps.google.com/?cid=17972754421199875704&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Romanshorn;2026-06-17;ChIJL6hCCBf9mkcReC7zHuwMbPk
Küwatech GmbH;http://www.kuewatech.ch/;;;WARM;5;2;3;4.8;21;"Trust 5: 4.8★ × 21 Reviews; M1=2: hat Website; M2+1: Reparatur-nah; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";6;Amriswilerstrasse 88B;Amriswilerstrasse 88B, 8590 Romanshorn;071 463 22 22;https://maps.google.com/?cid=11277266292766336156&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitärinstallateur Romanshorn;2026-06-17;ChIJPwuPyHT9mkcRnOTSmfHlgJw
Bühler Bedachungen und Bauspenglerei AG;http://www.buehler-dach.ch/;;;WARM;5;2;3;5;28;"Trust 5: 5★ × 28 Reviews; M1=2: hat Website; M2+1: Reparatur-nah; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";6;Neustrasse 44;Neustrasse 44, 8590 Romanshorn;071 463 23 22;https://maps.google.com/?cid=4350345188222344144&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Haustechnik Romanshorn;2026-06-17;ChIJ77x4emj9mkcR0JtSSuaHXzw
Regiotherm AG;https://regiotherm.ch/heizsysteme/;;;COLD;5;2;2;4.5;12;"Trust 5: 4.5★ × 12 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Egnacherweg 6B;Egnacherweg 6B, 8590 Romanshorn;071 466 60 10;https://maps.google.com/?cid=16900279081561658972&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitärinstallateur Romanshorn;2026-06-17;ChIJVVVVVRH9mkcRXJZyfUjaieo
ackermann ag;https://www.hlks-planung.ch/;;;COLD;1;2;2;;;"Trust 1: auf Maps, 0 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Romanshornerstrasse 116A;Kontakt, Romanshornerstrasse 116A, 9322 Egnach;071 477 14 17;https://maps.google.com/?cid=10049305174605750854&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Haustechnik Romanshorn;2026-06-17;ChIJFTRJQLb9mkcRRuLeE9BNdos
Haustechnik EP;http://www.haustechnik-ep.ch/;;;COLD;1;2;2;;;"Trust 1: auf Maps, 0 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Bahnhofstrasse 17/19;Bahnhofstrasse 17/19, 9326 Horn;0848 100 908;https://maps.google.com/?cid=8040109505394648067&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Haustechnik Romanshorn;2026-06-17;ChIJ8QpuToAcm0cRAyRKMP80lG8
Philip Bad und Haustechnik;http://www.philip-bad.de/;;;COLD;5;2;2;4.9;22;"Trust 5: 4.9★ × 22 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;9 Meersburg;Schützenstraße 7, 88709 Meersburg, Deutschland;07532 6368;https://maps.google.com/?cid=10947439142840745267&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Badumbau Romanshorn;2026-06-17;ChIJpSssz3H4mkcRM706_eUd7Zc
Tilo Worch Badsanierungen;https://tiloworch.ch/;;;COLD;2;2;1;5;2;"Trust 2: 2 Reviews; M1=2: hat Website; M2+1: erweitert, nicht 24/7";4;Alte Landstrasse 7;Alte Landstrasse 7, 8590 Romanshorn;079 440 51 43;https://maps.google.com/?cid=12944810196355488838&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitärinstallateur Romanshorn;2026-06-17;ChIJx0nXS3v9mkcRRpyf_kk0pbM
E-Powerworld;https://e-powerworld.ch/;;;COLD;1;2;1;;;"Trust 1: auf Maps, 0 Reviews; M1=2: hat Website; M2+1: erweitert, nicht 24/7";4;Salmsacherstrasse 29;Salmsacherstrasse 29, 8590 Romanshorn;079 730 93 13;https://maps.google.com/?cid=4430490242064098240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Romanshorn;2026-06-17;ChIJjd16nl_9mkcRwKMQw2ZDfD0
HUSS - Alles für Ihr Haus;http://www.hus-s.ch/;;;COLD;4;2;1;5;9;"Trust 4: 5★ × 9 Reviews; M1=2: hat Website; M2+1: erweitert, nicht 24/7";4;Fehlwiesstrasse 21;Fehlwiesstrasse 21, 8599 Salmsach;076 686 19 88;https://maps.google.com/?cid=8853757178135217637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Haustechnik Romanshorn;2026-06-17;ChIJXYpcRlD9mkcR5YVQij7d3no
Frank Feyh Plättli-Bäder-Sanitär;https://neueskomplettbad.ch/;;;COLD;4;2;1;4.8;9;"Trust 4: 4.8★ × 9 Reviews; M1=2: hat Website; M2+1: erweitert, nicht 24/7";4;Mitteldorfstrasse 519;Mitteldorfstrasse 519, 5072 Oeschgen;079 265 48 17;https://maps.google.com/?cid=13564864946170648570&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Badumbau Romanshorn;2026-06-17;ChIJQ7rzmKBHkEcR-lemfswUQLw
Simon Bauunternehmung, Generalunternehmung;https://www.simon-bau.ch/;;;COLD;5;2;1;5;31;"Trust 5: 5★ × 31 Reviews; M1=2: hat Website; M2+1: erweitert, nicht 24/7";4;Schüracherstrasse 89;Schüracherstrasse 89, 8700 Küsnacht;044 910 34 53;https://maps.google.com/?cid=16778189756427897183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Badumbau Romanshorn;2026-06-17;ChIJNzS8yPKmmkcRX4n7VbAa2Og
Kamm W. AG;https://kamm-w-ag.digitalone.site/;;;WARM;3;3;2;5;3;"Trust 3: 5★ × 3 Reviews; M1=3: Baukasten-Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";6;Bahnhofstrasse 3;Bahnhofstrasse 3, 8360 Eschlikon;071 971 10 55;https://maps.google.com/?cid=6189721113079515009&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Aadorf;2026-06-17;ChIJj5UIYdKUmkcRgQfXy45O5lU
Kirol GmbH;http://www.kirol.ch/;;;COLD;4;2;2;5;6;"Trust 4: 5★ × 6 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Bohlstrasse 16;Bohlstrasse 16, 8355 Aadorf;052 536 00 97;https://maps.google.com/?cid=5879149436593687684&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Aadorf;2026-06-17;ChIJFXRMrNiZmkcRhMyadUPvllE
Holling Services;https://www.holling.ch/;;;COLD;4;2;2;4.3;23;"Trust 4: 4.3★ × 23 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Hauptstrasse 108;Hauptstrasse 108, 8357 Guntershausen;078 422 47 77;https://maps.google.com/?cid=6051840569413227174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Aadorf;2026-06-17;ChIJJTpQZd2VmkcRplIsEe90_FM
Brühwiler Sanitär AG;http://www.bso-ag.ch/;;;COLD;4;2;2;4.9;7;"Trust 4: 4.9★ × 7 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Fischingerstrasse 46;Fischingerstrasse 46, 8374 Oberwangen;071 977 13 73;https://maps.google.com/?cid=2731652859193342501&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Aadorf;2026-06-17;ChIJCYrVtbjqmkcRJTrmcc3H6CU
planerteam GmbH;https://www.planerteam.ch/;;;COLD;4;2;2;4.8;8;"Trust 4: 4.8★ × 8 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Industriestrasse 15;Industriestrasse 15, 8355 Aadorf;052 521 21 11;https://maps.google.com/?cid=13257284327633996705&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Aadorf;2026-06-17;ChIJzVNG2t-VmkcRoUv6GttV-7c
Baier Haustechnik Inhaber Vincenzo Paternò;http://www.baier-elgg.ch/;;;COLD;5;2;2;4.8;24;"Trust 5: 4.8★ × 24 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Im Leibüel 2;Im Leibüel 2, 8353 Elgg;052 364 17 72;https://maps.google.com/?cid=17680133683656492868&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Aadorf;2026-06-17;ChIJQ7Tgzq6WmkcRRIfDc-lzXPU
NalioTherm GmbH;https://www.naliotherm.ch/;;;COLD;4;2;2;5;5;"Trust 4: 5★ × 5 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;St. Gallerstrasse 15;St. Gallerstrasse 15, 8353 Elgg;052 364 33 44;https://maps.google.com/?cid=9226204393647456385&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Aadorf;2026-06-17;ChIJ_6jhsuOXmkcRgUCBdAMQCoA
Münger Ralph AG;http://www.ralphmuenger.ch/Home;;;COLD;5;2;2;5;12;"Trust 5: 5★ × 12 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Sägereistrasse 2;Sägereistrasse 2, 8362 Balterswil TG;071 971 16 64;https://maps.google.com/?cid=8757633201395304085&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Aadorf;2026-06-17;ChIJrXBPpNiUmkcRlYZVKv9ciXk
Peluso & Partner GmbH;http://www.peluso.ch/;;;COLD;4;2;2;5;8;"Trust 4: 5★ × 8 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Obermühle 16A;Obermühle 16A, 8353 Elgg;052 366 12 88;https://maps.google.com/?cid=13381735059192561343&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Aadorf;2026-06-17;ChIJJ7fNzq6WmkcRvz6QCSN5tbk
Künzi Haustechnik AG;https://kuenzi-haustechnik.ch/;;;COLD;5;2;2;5;12;"Trust 5: 5★ × 12 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Oberdorfstrasse 5;Oberdorfstrasse 5, 9548 Matzingen;052 376 41 50;https://maps.google.com/?cid=2843229237725203695&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Aadorf;2026-06-17;ChIJBTGRIQmTmkcR74ydee0tdSc
Schütz Gebäudetechnik AG - Aadorf;http://www.schuetzheizungsbau.ch/;;;COLD;1;2;2;;;"Trust 1: auf Maps, 0 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Schützenstrasse 41;Schützenstrasse 41, 8355 Aadorf;052 365 18 19;https://maps.google.com/?cid=14426061507713014044&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Aadorf;2026-06-17;ChIJ4ct72nWUmkcRHJkrO4KqM8g
